ac5086d5-4dc1-4058-ad7c-8b83df410a34_16	chr_1	99.655	290	0	1	212	500	21155382	21155093	2.68e-149	529
ac5086d5-4dc1-4058-ad7c-8b83df410a34_17	chr_1	96.897	290	1	4	1	288	21155099	21155382	2.73e-134	479
ac5086d5-4dc1-4058-ad7c-8b83df410a34_36	chr_1	97.614	503	2	6	1	499	21154886	21155382	0.0	854
ac5086d5-4dc1-4058-ad7c-8b83df410a34_39	chr_1	99.006	503	0	4	2	500	21155382	21154881	0.0	896
975d6e2c-bb00-455d-9128-6105dd1c8fe4_12	chr_1	97.917	288	3	3	1	285	21155095	21155382	2.71e-139	496
975d6e2c-bb00-455d-9128-6105dd1c8fe4_18	chr_1	98.406	502	5	3	1	499	21154881	21155382	0.0	880
9ff8ee9f-c0b7-4947-ac59-ea16bec73c1b_21	chr_1	98.621	290	0	3	215	500	21155382	21155093	9.69e-144	510
9ff8ee9f-c0b7-4947-ac59-ea16bec73c1b_31	chr_1	98.608	503	2	4	2	499	21155382	21154880	0.0	885
d342a5a2-1b08-4e2f-9a14-66af571eefb6_13	chr_1	97.952	293	1	2	1	289	21155091	21155382	1.62e-141	503
d342a5a2-1b08-4e2f-9a14-66af571eefb6_16	chr_1	94.942	257	9	4	248	500	21155369	21155113	2.19e-110	399
d342a5a2-1b08-4e2f-9a14-66af571eefb6_31	chr_1	98.416	505	1	3	1	499	21154879	21155382	0.0	881
44ff67d2-c2f3-4d25-9b67-16b50ef9229d_9	chr_1	98.976	293	2	1	1	292	21155090	21155382	1.24e-147	523
44ff67d2-c2f3-4d25-9b67-16b50ef9229d_16	chr_1	98.413	504	2	4	1	499	21154880	21155382	0.0	881
ddad75be-8fd3-4857-b109-8b82345ef99d	chr_2	99.156	237	0	1	1	235	1121251	1121015	1.61e-118	425
ddad75be-8fd3-4857-b109-8b82345ef99d_2	chr_2	99.000	500	1	3	2	500	1119392	1118896	0.0	893
f1556f71-53bb-4992-ba29-81279f610ba6_10	chr_1	95.472	508	10	5	1	499	21158918	21159421	0.0	798
f1556f71-53bb-4992-ba29-81279f610ba6_14	chr_1	100.000	288	0	0	1	288	21155095	21155382	2.07e-150	532
f1556f71-53bb-4992-ba29-81279f610ba6_20	chr_1	99.198	499	1	2	1	499	21154887	21155382	0.0	896
65c22a80-b72c-41a3-a7d5-b46af345d3b7_10	chr_1	96.259	294	5	6	211	500	21155382	21155091	9.83e-134	477
65c22a80-b72c-41a3-a7d5-b46af345d3b7_20	chr_1	97.059	374	5	6	2	371	21155382	21155011	2.42e-178	625
a79c4243-4637-4869-bdf8-37af54463950	chr_2	99.600	500	0	2	1	499	1118894	1119392	0.0	911
a79c4243-4637-4869-bdf8-37af54463950_2	chr_2	98.800	500	2	3	2	500	1121015	1121511	0.0	887
5989d142-18b6-48bc-88f3-6b14547a0362_15	chr_1	96.610	295	0	7	1	285	21155088	21155382	7.60e-135	481
5989d142-18b6-48bc-88f3-6b14547a0362_25	chr_1	97.244	508	0	11	2	499	21154879	21155382	0.0	848
7e76c03c-a1af-4262-bfdc-e945447f7f11_15	chr_1	100.000	284	0	0	1	284	21155096	21155379	3.46e-148	525
7e76c03c-a1af-4262-bfdc-e945447f7f11_24	chr_1	99.395	496	0	2	1	495	21154886	21155379	0.0	896
b5503779-2236-4d8c-aed5-440f5010dfa5_11	chr_1	99.653	288	0	1	1	288	21155096	21155382	3.46e-148	525
b5503779-2236-4d8c-aed5-440f5010dfa5_17	chr_1	98.207	502	5	4	1	499	21154882	21155382	0.0	874
dc789a0d-1166-4135-ae7f-3da5bc2812c7	chr_2	99.000	500	0	3	1	499	1121510	1121015	0.0	891
dc789a0d-1166-4135-ae7f-3da5bc2812c7_2	chr_2	98.600	500	4	3	2	500	1119392	1118895	0.0	881
57214502-c639-4aa7-9d12-87a91358f7aa	chr_2	98.031	508	0	6	1	499	1121521	1121015	0.0	874
57214502-c639-4aa7-9d12-87a91358f7aa_2	chr_2	98.413	504	2	4	2	500	1119392	1118890	0.0	881
44a5bc74-31e1-4a4e-8124-912470760c81	chr_2	97.996	499	2	7	1	494	1121513	1121018	0.0	859
44a5bc74-31e1-4a4e-8124-912470760c81_2	chr_2	98.800	500	1	3	2	500	1119391	1118896	0.0	885
46c6a8c2-a659-4b13-96ec-5abfcacb9bae	chr_2	97.441	508	2	7	1	499	1121520	1121015	0.0	856
46c6a8c2-a659-4b13-96ec-5abfcacb9bae_2	chr_2	97.817	504	3	6	2	500	1119392	1118892	0.0	863
2007c2b3-a646-4264-bbd4-dcdcec551ce5_12	chr_1	98.189	497	1	6	10	500	21153521	21153027	0.0	861
121232dc-1521-4bf7-9214-a593853ba207	chr_2	98.406	502	4	4	1	499	1118892	1119392	0.0	880
121232dc-1521-4bf7-9214-a593853ba207_2	chr_2	97.809	502	0	7	2	500	1121015	1121508	0.0	856
9aee2f10-fe26-4257-9dd5-bde9273ef52b	chr_2	98.016	504	2	7	1	499	1121515	1121015	0.0	869
9aee2f10-fe26-4257-9dd5-bde9273ef52b_2	chr_2	98.200	500	1	4	2	500	1119392	1118900	0.0	867
25faf13c-2642-4704-98d2-a42d1e353984_23	chr_1	92.308	299	11	9	1	290	21155087	21155382	7.82e-115	414
25faf13c-2642-4704-98d2-a42d1e353984_39	chr_1	92.085	518	19	15	1	499	21154868	21155382	0.0	710
d3893dae-b5dc-4d86-bfff-cfb899b8e69e_13	chr_1	97.619	294	0	3	1	290	21155092	21155382	7.54e-140	497
d3893dae-b5dc-4d86-bfff-cfb899b8e69e_21	chr_1	98.012	503	1	4	1	499	21154885	21155382	0.0	865
b47d784b-3c9b-4434-ae1d-b413e62a216e	chr_2	98.416	505	1	6	1	499	1121518	1121015	0.0	881
b47d784b-3c9b-4434-ae1d-b413e62a216e_2	chr_2	97.239	507	4	8	2	500	1119392	1118888	0.0	850
3293e284-4f8a-4faa-8eb1-7e544ad235d2	chr_2	98.031	508	0	6	1	499	1121521	1121015	0.0	874
3293e284-4f8a-4faa-8eb1-7e544ad235d2_2	chr_2	94.553	514	7	15	2	500	1119392	1118885	0.0	774
c58cb78a-4e9a-4acc-bd27-172639a3fd4f	chr_2	96.436	505	3	11	2	499	1121511	1121015	0.0	819
c58cb78a-4e9a-4acc-bd27-172639a3fd4f_2	chr_2	94.747	514	11	13	2	500	1119392	1118880	0.0	785
4a817132-0cb1-45fc-9b65-24c98f3f2bbe	chr_2	98.012	503	5	5	1	499	1118891	1119392	0.0	869
4a817132-0cb1-45fc-9b65-24c98f3f2bbe_2	chr_2	96.825	504	8	7	2	500	1121015	1121515	0.0	835
8db4e827-8517-4af5-b404-463cca48ff0c	chr_2	99.401	501	0	3	1	499	1121514	1121015	0.0	905
8db4e827-8517-4af5-b404-463cca48ff0c_2	chr_2	94.336	512	13	13	2	500	1119392	1118884	0.0	771
055b6858-9624-488d-9348-e6e2a29cd657_12	chr_1	97.966	295	1	4	1	290	21155088	21155382	1.25e-142	507
055b6858-9624-488d-9348-e6e2a29cd657_18	chr_1	97.826	506	4	6	1	499	21154877	21155382	0.0	867
d4dc3074-b31f-4c7d-bf1d-0842fcd8a552	chr_3	92.996	514	13	15	1	500	3868757	3868253	0.0	728
d4dc3074-b31f-4c7d-bf1d-0842fcd8a552	chr_3	91.451	503	24	7	1	500	17830091	17829605	0.0	673
d4dc3074-b31f-4c7d-bf1d-0842fcd8a552	chr_3	90.963	509	31	9	1	500	6816314	6815812	0.0	671
d4dc3074-b31f-4c7d-bf1d-0842fcd8a552	chr_3	94.279	437	21	4	1	433	17517090	17516654	0.0	665
d4dc3074-b31f-4c7d-bf1d-0842fcd8a552	chr_3	89.286	504	44	7	1	500	361817	362314	1.19e-177	623
d4dc3074-b31f-4c7d-bf1d-0842fcd8a552	chr_3	89.216	510	39	11	1	500	16631030	16631533	1.19e-177	623
d4dc3074-b31f-4c7d-bf1d-0842fcd8a552	chr_3	88.583	508	44	11	1	500	11189118	11188617	4.32e-172	604
