d374d560-9406-4609-baca-4c7b087e2963_45	chr_1	97.610	502	5	7	6	500	21143572	21144073	0.0	854
45e95c47-8f0f-44dd-8d98-c080ff5d41f0_60	chr_1	98.004	501	3	6	1	499	21165140	21164645	0.0	863
5f86487b-e468-45dd-a166-9f6796b4f69b_63	chr_1	96.464	509	5	7	1	499	21165150	21164645	0.0	828
9ff8ee9f-c0b7-4947-ac59-ea16bec73c1b_46	chr_1	98.621	290	0	3	215	500	21155382	21155093	9.69e-144	510
9ff8ee9f-c0b7-4947-ac59-ea16bec73c1b_48	chr_1	98.621	290	0	3	215	500	21155382	21155093	9.69e-144	510
9ff8ee9f-c0b7-4947-ac59-ea16bec73c1b_49	chr_1	97.984	496	4	5	1	495	21144062	21143572	0.0	856
9ff8ee9f-c0b7-4947-ac59-ea16bec73c1b_53	chr_1	97.426	505	2	9	1	498	21144072	21143572	0.0	850
9ff8ee9f-c0b7-4947-ac59-ea16bec73c1b_68	chr_1	98.608	503	2	4	2	499	21155382	21154880	0.0	885
9ff8ee9f-c0b7-4947-ac59-ea16bec73c1b_70	chr_1	98.608	503	2	4	2	499	21155382	21154880	0.0	885
65c22a80-b72c-41a3-a7d5-b46af345d3b7_22	chr_1	96.259	294	5	6	211	500	21155382	21155091	9.83e-134	477
65c22a80-b72c-41a3-a7d5-b46af345d3b7_24	chr_1	96.259	294	5	6	211	500	21155382	21155091	9.83e-134	477
65c22a80-b72c-41a3-a7d5-b46af345d3b7_25	chr_1	97.996	499	1	7	1	495	21144065	21143572	0.0	857
65c22a80-b72c-41a3-a7d5-b46af345d3b7_42	chr_1	97.059	374	5	6	2	371	21155382	21155011	2.42e-178	625
65c22a80-b72c-41a3-a7d5-b46af345d3b7_44	chr_1	97.059	374	5	6	2	371	21155382	21155011	2.42e-178	625
44ff67d2-c2f3-4d25-9b67-16b50ef9229d_22	chr_1	98.976	293	2	1	1	292	21155090	21155382	1.24e-147	523
44ff67d2-c2f3-4d25-9b67-16b50ef9229d_24	chr_1	98.976	293	2	1	1	292	21155090	21155382	1.24e-147	523
44ff67d2-c2f3-4d25-9b67-16b50ef9229d_33	chr_1	98.413	504	2	4	1	499	21154880	21155382	0.0	881
44ff67d2-c2f3-4d25-9b67-16b50ef9229d_35	chr_1	98.413	504	2	4	1	499	21154880	21155382	0.0	881
5989d142-18b6-48bc-88f3-6b14547a0362_35	chr_1	96.610	295	0	7	1	285	21155088	21155382	7.60e-135	481
5989d142-18b6-48bc-88f3-6b14547a0362_37	chr_1	96.610	295	0	7	1	285	21155088	21155382	7.60e-135	481
5989d142-18b6-48bc-88f3-6b14547a0362_47	chr_1	92.263	517	15	20	1	499	21165154	21164645	0.0	710
5989d142-18b6-48bc-88f3-6b14547a0362_50	chr_1	95.030	503	10	11	6	500	21143572	21144067	0.0	776
5989d142-18b6-48bc-88f3-6b14547a0362_52	chr_1	96.047	506	5	11	9	500	21143574	21144078	0.0	809
5989d142-18b6-48bc-88f3-6b14547a0362_59	chr_1	97.244	508	0	11	2	499	21154879	21155382	0.0	848
5989d142-18b6-48bc-88f3-6b14547a0362_61	chr_1	97.244	508	0	11	2	499	21154879	21155382	0.0	848
d342a5a2-1b08-4e2f-9a14-66af571eefb6_31	chr_1	97.952	293	1	2	1	289	21155091	21155382	1.62e-141	503
d342a5a2-1b08-4e2f-9a14-66af571eefb6_33	chr_1	97.952	293	1	2	1	289	21155091	21155382	1.62e-141	503
d342a5a2-1b08-4e2f-9a14-66af571eefb6_40	chr_1	94.942	257	9	4	248	500	21155369	21155113	2.19e-110	399
d342a5a2-1b08-4e2f-9a14-66af571eefb6_42	chr_1	94.942	257	9	4	248	500	21155369	21155113	2.19e-110	399
d342a5a2-1b08-4e2f-9a14-66af571eefb6_54	chr_1	97.590	498	4	5	6	500	21143572	21144064	0.0	846
d342a5a2-1b08-4e2f-9a14-66af571eefb6_65	chr_1	98.416	505	1	3	1	499	21154879	21155382	0.0	881
d342a5a2-1b08-4e2f-9a14-66af571eefb6_67	chr_1	98.416	505	1	3	1	499	21154879	21155382	0.0	881
f1556f71-53bb-4992-ba29-81279f610ba6_21	chr_1	95.472	508	10	5	1	499	21158918	21159421	0.0	798
f1556f71-53bb-4992-ba29-81279f610ba6_23	chr_1	95.472	508	10	5	1	499	21158918	21159421	0.0	798
f1556f71-53bb-4992-ba29-81279f610ba6_33	chr_1	100.000	288	0	0	1	288	21155095	21155382	2.07e-150	532
f1556f71-53bb-4992-ba29-81279f610ba6_35	chr_1	100.000	288	0	0	1	288	21155095	21155382	2.07e-150	532
f1556f71-53bb-4992-ba29-81279f610ba6_38	chr_1	98.594	498	2	4	6	500	21143572	21144067	0.0	876
f1556f71-53bb-4992-ba29-81279f610ba6_45	chr_1	99.198	499	1	2	1	499	21154887	21155382	0.0	896
f1556f71-53bb-4992-ba29-81279f610ba6_47	chr_1	99.198	499	1	2	1	499	21154887	21155382	0.0	896
6b86c326-6c40-4ba0-bcf8-c7c36e315cff_20	chr_1	97.590	498	3	8	6	497	21143572	21144066	0.0	845
1d80424c-e5a7-4729-9450-98a30c8ce076_57	chr_1	98.400	500	2	4	6	500	21143572	21144070	0.0	874
e197d6ca-9585-4d99-8149-28068f54e4d3_41	chr_1	97.988	497	2	4	6	500	21143572	21144062	0.0	856
b5503779-2236-4d8c-aed5-440f5010dfa5_25	chr_1	99.653	288	0	1	1	288	21155096	21155382	3.46e-148	525
b5503779-2236-4d8c-aed5-440f5010dfa5_27	chr_1	99.653	288	0	1	1	288	21155096	21155382	3.46e-148	525
b5503779-2236-4d8c-aed5-440f5010dfa5_30	chr_1	98.196	499	1	6	6	500	21143572	21144066	0.0	865
b5503779-2236-4d8c-aed5-440f5010dfa5_37	chr_1	98.207	502	5	4	1	499	21154882	21155382	0.0	874
b5503779-2236-4d8c-aed5-440f5010dfa5_39	chr_1	98.207	502	5	4	1	499	21154882	21155382	0.0	874
14fab71a-8805-485e-ad19-8332dc26ccc7_25	chr_1	98.788	495	3	3	9	500	21143577	21144071	0.0	878
975d6e2c-bb00-455d-9128-6105dd1c8fe4_27	chr_1	97.917	288	3	3	1	285	21155095	21155382	2.71e-139	496
975d6e2c-bb00-455d-9128-6105dd1c8fe4_29	chr_1	97.917	288	3	3	1	285	21155095	21155382	2.71e-139	496
975d6e2c-bb00-455d-9128-6105dd1c8fe4_40	chr_1	98.406	502	5	3	1	499	21154881	21155382	0.0	880
975d6e2c-bb00-455d-9128-6105dd1c8fe4_42	chr_1	98.406	502	5	3	1	499	21154881	21155382	0.0	880
b67d7c3b-6956-49db-978f-e50eac702048_26	chr_1	97.809	502	6	4	2	500	21164645	21165144	0.0	861
ac5086d5-4dc1-4058-ad7c-8b83df410a34_38	chr_1	99.655	290	0	1	212	500	21155382	21155093	2.68e-149	529
ac5086d5-4dc1-4058-ad7c-8b83df410a34_40	chr_1	99.655	290	0	1	212	500	21155382	21155093	2.68e-149	529
ac5086d5-4dc1-4058-ad7c-8b83df410a34_43	chr_1	96.897	290	1	4	1	288	21155099	21155382	2.73e-134	479
ac5086d5-4dc1-4058-ad7c-8b83df410a34_45	chr_1	96.897	290	1	4	1	288	21155099	21155382	2.73e-134	479
